dialogue_id,clip_id,role,text,label_2,label_1,mode,id
1048,7,咨询人,那你们具体什么时候给我反馈？我等得焦急！,negative,1,train,1048_7
1048,9,咨询人,好吧，但是你们最好速度快一些，这个问题已经困扰我很久了。,positive,5,train,1048_9
1048,11,咨询人,好的，那我就等候您的回复。,positive,5,train,1048_11
1049,1,咨询人,我申请社保已经好几个月了，还没有任何消息，我要知道进展情况！,negative,3,train,1049_1
1049,3,咨询人,您查到了吗？为什么申请这么久了还没有任何消息？,negative,3,train,1049_3
1049,5,咨询人,那你们应该加强管理啊，不能让我们居民这么久都拿不到社保！,negative,1,train,1049_5
1049,7,咨询人,好吧，那你们联系我是打电话还是发短信？,positive,5,train,1049_7
1049,9,咨询人,好的，我会等待你们的回复。,positive,5,train,1049_9
1049,11,咨询人,我还有一个问题，如果申请被拒绝了怎么办？,negative,4,train,1049_11
1049,13,咨询人,好的，谢谢你们的帮助。,positive,6,test,1049_13
1050,1,咨询人,我已经交了社保费用，但是现在却发现我的社保账户里没有任何记录，这肯定是你们的问题！,negative,3,test,1050_1
1050,3,咨询人,你们要多久才能处理？我需要尽快知道我的社保缴纳情况！,negative,1,train,1050_3
1050,5,咨询人,这样的事情你们处理起来是不是太慢了？我需要知道我的社保缴纳记录！,negative,3,test,1050_5
1050,7,咨询人,好吧，那你们会不会再出现这种问题？,negative,0,train,1050_7
1050,9,咨询人,我已经好几次向你们反映问题，都没有任何改善，这样的服务我完全不满意！,negative,2,train,1050_9
1050,11,咨询人,好吧，那你们最迟什么时候能处理好我的问题？,negative,1,test,1050_11
1050,13,咨询人,好吧，我就等你们的回复。,positive,5,train,1050_13
1051,1,咨询人,我的社保账户被盗了，这已经是第二次了，你们怎么能如此管理不善！,negative,3,valid,1051_1
1051,3,咨询人,这样的回答对我来说已经毫无意义了，你们真的想解决问题的话，就让它第一次就不能被盗。,negative,3,valid,1051_3
1051,5,咨询人,你们的管理如此差劲，我真的很失望！我要求立即处理此事！,negative,3,train,1051_5
1051,7,咨询人,好吧，我希望你们能够尽快解决问题，我真的很担心我的社保账户安全。,negative,4,valid,1051_7
1051,9,咨询人,你们最好能够尽快解决问题，我可不想再次遭受这样的困扰！,negative,1,train,1051_9
1051,11,咨询人,好吧，如果你们真的能够解决问题，我愿意再给你们一次机会。,positive,5,train,1051_11
1052,1,咨询人,我的社保卡快过期了，我怎么办？你们到底在做什么？,negative,3,valid,1052_1
1052,3,咨询人,你们总是这样说，但从未真正解决过我的问题！,negative,3,train,1052_3
1052,5,咨询人,这次你们要是再搞错了，我就要投诉你们的服务质量了！,negative,3,train,1052_5
1052,7,咨询人,好吧，但你们一定要尽快解决我的问题！,negative,1,train,1052_7
1052,9,咨询人,如果你们不能保证我的社保卡顺利换发，我将无法实现日常生活中的各种事务，你们知不知道这对我来说有多重要？,negative,4,train,1052_9
1052,11,咨询人,我真的很失望，但我也希望你们能够在最短时间内解决问题。,negative,2,train,1052_11
1052,13,咨询人,好吧，我希望你们能够尽快解决问题。,positive,5,train,1052_13
1053,1,咨询人,我已经连续几个月没有收到社保缴费明细了，你们是不是在玩弄我？,negative,3,train,1053_1
1053,3,咨询人,这样的问题已经发生过多次，我真的很失望！,negative,3,valid,1053_3
1053,5,咨询人,我需要知道具体的处理进度，我已经等待了很久！,negative,1,train,1053_5
1053,7,咨询人,好吧，但我希望这件事能够尽快得到解决，否则就要投诉了！,negative,3,train,1053_7
1053,9,咨询人,我还是很担心我的社保是否会受到影响。,negative,4,train,1053_9
1053,11,咨询人,好吧，但我希望你们能够尽快解决问题。,positive,5,train,1053_11
1054,1,咨询人,你们的社保费用是不是涨了！我最近一个月的工资都被光收社保费用了，这是怎么回事啊！,negative,3,train,1054_1
1054,3,咨询人,我需要知道具体情况，也许我能够协助解决问题。,positive,5,train,1054_3
1054,5,咨询人,好吧，但如果这件事情不得到妥善解决，我将投诉你们！,negative,3,train,1054_5
1054,7,咨询人,好的，但我还是很担心我的工资会受到影响。,negative,4,train,1054_7
1054,9,咨询人,好吧，但你们必须要处理好这个问题，否则我就不会再选择你们了。,negative,0,train,1054_9
1054,11,咨询人,好吧，我相信你们能够处理好这个问题。,positive,6,test,1054_11
1055,1,咨询人,我想查询我的社保缴费情况，但是打了电话半天都没有人接听，这样的服务态度太差了！,negative,3,train,1055_1
1055,3,咨询人,你们不能一直让我等啊，我的问题很紧急！,negative,1,train,1055_3
1055,5,咨询人,行了，赶紧给我回复吧！,negative,1,train,1055_5
1055,7,咨询人,那为什么我的社保金额比其他同事要高？,negative,0,train,1055_7
1055,9,咨询人,那你们不觉得这种情况很不公平吗？,negative,3,train,1055_9
1055,11,咨询人,好吧，但我还是对这个答案不太满意。,negative,2,train,1055_11
1055,13,咨询人,好的，那就先这样吧。,positive,5,valid,1055_13
1056,1,咨询人,我已经提交社保报销申请两个星期了，但是还没有得到任何回复，这种服务太差了！,negative,3,valid,1056_1
1056,3,咨询人,申请号码是SB20230518001。,positive,5,valid,1056_3
1056,5,咨询人,那你们能不能加快处理速度？这么慢的效率让人不放心！,negative,1,train,1056_5
1056,7,咨询人,好的，那希望能快一些。,positive,5,train,1056_7
1056,9,咨询人,好的，谢谢你们的回复。,positive,5,train,1056_9
1057,1,咨询人,我已经交了社保费一个多月，但是系统显示我的缴费记录为空，这到底怎么回事？,negative,4,train,1057_1
1057,3,咨询人,身份证号码是110101199003070011，缴费单据编号是20230501001。,positive,5,train,1057_3
1057,5,咨询人,那你们不能马上处理吗？这种服务态度太差了！,negative,3,valid,1057_5
1057,7,咨询人,好吧，但请务必尽快解决。,positive,5,train,1057_7
1057,9,咨询人,好的，那就先这样吧。,positive,5,test,1057_9
1058,1,咨询人,我已经交了社保费一个多月，但是系统显示我的缴费记录为空，这怎么回事？,negative,4,train,1058_1
1058,3,咨询人,身份证号码是110101199003070011，缴费单据编号是20230501001。,positive,5,train,1058_3
1058,5,咨询人,那你们不能马上处理吗？这种服务态度太差了！,negative,3,test,1058_5
1058,7,咨询人,好吧，但请务必尽快解决。,positive,5,train,1058_7
1058,9,咨询人,那我现在怎么办呢？我需要社保报销，可是记录为空啊！,negative,2,train,1058_9
1058,11,咨询人,好吧，那我就先这样了。,positive,5,train,1058_11
1059,1,咨询人,我在社保网站上查到我的社保已经停了，但是我没收到任何通知，这怎么回事？！,negative,3,train,1059_1
1059,3,咨询人,身份证号码是230102199505140011，社保卡号是123456789。,positive,5,train,1059_3
1059,5,咨询人,你们还需要多久才能处理完？我现在需要社保报销，这种服务太烂了！,negative,3,train,1059_5
1059,7,咨询人,好吧，那你们要赔偿我因为这个问题造成的损失！,negative,0,valid,1059_7
1059,9,咨询人,那我该怎么办呢？我现在需要社保报销！,negative,1,train,1059_9
1059,11,咨询人,好吧，我知道了，但是我还是感到非常生气！,negative,3,valid,1059_11
1060,1,咨询人,我在社保网站上查到我已经交了医保费用，但是在医院却被告知没有进行缴费，这是怎么回事啊？！,negative,3,train,1060_1
1060,3,咨询人,你们还需要多久才能解决我的问题！我已经在医院排队等了几个小时了！,negative,3,train,1060_3
1060,5,咨询人,好吧，那我现在该怎么办？我需要尽快看病！,negative,1,valid,1060_5
1060,7,咨询人,好的，那我现在可以离开医院吗？,positive,5,train,1060_7
1060,9,咨询人,好吧，我会等你们的回复，但是我现在很担心我的医疗费用会不会超过我的报销范围。,negative,4,train,1060_9
1061,1,咨询人,为什么我上个月的社保缴费记录没有显示出来？我已经交了钱啊！,negative,3,train,1061_1
1061,3,咨询人,你们到底多久才能解决我的问题啊？我需要准确的答复！,negative,3,train,1061_3
1061,5,咨询人,那你们现在处理情况到底怎么样了呢？为什么我始终没有得到有效反馈？,negative,3,train,1061_5
1061,7,咨询人,好吧，那我现在可以放心地去医院看病了吗？,positive,5,train,1061_7
1061,9,咨询人,好的，那我就等待社保记录更新了，在此期间如果有任何新的情况，请你们随时告诉我。,positive,5,train,1061_9
1062,1,咨询人,为什么我的社保卡无法正常使用？我已经多次刷卡了都不行！,negative,3,valid,1062_1
1062,3,咨询人,我已经按照你说的方法尝试了，仍然无法正常使用！为什么这么多年了就不能解决这样的问题！,negative,3,train,1062_3
1062,5,咨询人,好的，那你们大概什么时候能解决我的问题呢？我需要及时的答复！,negative,1,train,1062_5
1062,7,咨询人,好吧，但是我现在需要去看病，所以需要急需解决这个问题！你们能不能加快处理速度！,negative,1,train,1062_7
1062,9,咨询人,好的，那你们现在处理进展情况怎么样了？我非常需要及时的反馈！,negative,1,test,1062_9
1063,1,咨询人,为什么我的社保缴费记录总是出错？每次都要我去网点排队反复确认。,negative,3,train,1063_1
1063,3,咨询人,我在官网上确认过了，依然没有得到解决。现在我需要立即知道是什么原因导致我的缴费记录出错！,negative,3,train,1063_3
1063,5,咨询人,那你们大概多久能解决我的问题呢？我已经等了好几天了！,negative,3,test,1063_5
1063,7,咨询人,好吧，但我真的非常需要及时的结果，因为我现在必须马上去办其他事情。,negative,1,train,1063_7
1063,9,咨询人,行了，我认为你们根本不可能解决我的问题，这样下去我只能去找其他渠道了！,negative,0,train,1063_9
1064,1,咨询人,我已经交了社保费，为什么还是没办法享受到相应的社保待遇？,negative,3,train,1064_1
1064,3,咨询人,好吧，这是我的身份证和社保卡复印件，请你们尽快帮我查找原因！,negative,1,valid,1064_3
1064,5,咨询人,那你们大概需要多久的时间才能解决我的问题呢？,negative,4,train,1064_5
1064,7,咨询人,好吧，但是我希望你们给出一个明确的处理时间，我不想再等下去了！,negative,3,valid,1064_7
1064,9,咨询人,那现在我可以怎么办？难道你们就不打算解决我的问题了吗？,negative,3,train,1064_9
1065,1,咨询人,我的社保账户被别人盗用了，我该怎么办？,negative,3,valid,1065_1
1065,3,咨询人,我已经打了热线电话，可是一直在等待，没有人接听！,negative,3,train,1065_3
1065,5,咨询人,好吧，那我可以先挂断电话然后再试试在线客服吗？,positive,5,train,1065_5
1065,7,咨询人,好的，那请问在线客服可以解决我的问题吗？,positive,5,train,1065_7
1065,9,咨询人,好的，我知道了，谢谢你的帮助。,positive,5,train,1065_9
1066,1,咨询人,我的社保卡被窃取了，我该怎么办？！,negative,3,train,1066_1
1066,3,咨询人,你们就这样一点用都没有吗？我这几天正好出差，无法立即到柜台办理，你们不能做些什么吗？,negative,3,train,1066_3
1066,5,咨询人,好的，请帮我尽快处理，我需要证明材料的话，也麻烦你发邮件告知我具体需要准备哪些材料。,positive,5,train,1066_5
1066,7,咨询人,好的，我会尽快准备并提交材料，谢谢你的帮助。,positive,6,train,1066_7
1067,1,咨询人,我缴纳的社保费用为何增加这么多？这简直是抢钱啊！,negative,3,train,1067_1
1067,3,咨询人,这就是你们的回答吗？我感觉你们是故意卡着政策往高里面压，我要投诉！,negative,3,test,1067_3
1067,5,咨询人,好吧，那你们要尽快处理我的投诉，不然我一定会去投诉到底！,negative,1,train,1067_5
1067,7,咨询人,好的，我知道了，谢谢你的回答。,positive,5,train,1067_7
1068,1,咨询人,为什么我申请社保报销，已经过了很长时间了，却还没有得到任何回复？我很生气！,negative,3,train,1068_1
1068,3,咨询人,我已经联系你们的客服多次了，但每次都是先是转接，然后就没人理我了，我真的很着急！,negative,1,train,1068_3
1068,5,咨询人,好吧，那你们要尽快处理，我真的快担心死了！,negative,4,train,1068_5
1068,7,咨询人,好的，谢谢你的回答，我会等待您的处理结果。,positive,6,train,1068_7
1069,1,咨询人,我为什么要给社保缴费呢，这些钱到底有什么用？我很生气！,negative,3,valid,1069_1
1069,3,咨询人,我感觉自己一直在交社保却从都没有享受到任何福利，我真的很失落。,negative,2,train,1069_3
1069,5,咨询人,好吧，那你们公司怎么能保证我缴的社保款项不被挪作他用呢？,negative,4,test,1069_5
1069,7,咨询人,好的，我知道了，谢谢你的回答。,positive,5,train,1069_7
1070,1,咨询人,我交了这么多社保，结果现在生病还是要自己掏腰包，这不是骗人吗？我非常生气！,negative,3,train,1070_1
1070,3,咨询人,那你们能不能给我详细介绍一下社保的报销范围和标准呢？,positive,5,train,1070_3
1070,5,咨询人,好的，我了解了，谢谢你的回答。,positive,5,test,1070_5
1071,1,咨询人,我交了这么多的社保，现在却连个看病的门槛都过不了！我非常生气！,negative,3,train,1071_1
1071,3,咨询人,我已经联系了客服人员，但他们都毫无作为！我真的很失望。,negative,2,train,1071_3
1071,5,咨询人,好的，希望你们能够改进，我会再次尝试联系客服人员。,positive,5,train,1071_5
1072,1,咨询人,我的社保账户被盗刷了，我非常生气！你们会赔偿我吗？,negative,3,valid,1072_1
1072,3,咨询人,我已经报案了，但警方说他们并没有管辖权。我不知道该怎么办，现在只能来找你们了。,negative,4,train,1072_3
1072,5,咨询人,好的，谢谢你的回答和帮助。,positive,6,train,1072_5
1073,1,咨询人,我已经交了十多年的社保，现在却因为某些原因无法领取。我非常生气！,negative,3,train,1073_1
1073,3,咨询人,我今年60岁，应该可以领取退休金，但是因为户口不在这个城市，没有本地缴纳的社保记录，所以我被拒绝了。但我认为这不合理。,negative,0,train,1073_3
1073,5,咨询人,好的，我的联系方式是XXXXX。,positive,6,valid,1073_5
1074,1,咨询人,我已经领退休金好几个月了，但是每次领取都需要排长队，非常浪费时间和精力。我非常生气！,negative,3,train,1074_1
1074,3,咨询人,我在领取时每次都需要去社保局排队，而且每次都需要等很长时间才能轮到，这让我非常不满。,negative,0,train,1074_3
1074,5,咨询人,这样啊，那你们能不能直接帮我申请了？我对这种复杂的事情并不熟悉。,negative,1,train,1074_5
1075,1,咨询人,我想查询我的社保缴费记录，但是每次查询都需要提供很多的信息，非常麻烦。我现在非常生气！,negative,3,train,1075_1
1075,3,咨询人,我需要查询近半年的社保缴费记录，我并不知道具体需要提供哪些信息，每次查询都非常麻烦。,negative,0,train,1075_3
1075,5,咨询人,这样啊，那我去官网查询一下。谢谢你的建议。,positive,6,valid,1075_5
1076,1,咨询人,我最近收到社保局寄来的退休金，但是金额比我预期的要少很多，这让我非常生气！,negative,3,valid,1076_1
1076,3,咨询人,我自己没有这些记录，但是我向单位和社保局都咨询过，他们都说我的退休金金额已经是最高的了，我不接受这样的结果！,negative,0,valid,1076_3
1076,5,咨询人,好的，我希望能够尽快得到解决，我的退休金实在是太少了。,positive,5,train,1076_5
1077,1,咨询人,我的社保卡被盗刷了，里面的钱都被人取走了，我现在非常生气！,negative,3,train,1077_1
1077,3,咨询人,是的，我已经去过派出所报警和社保局挂失了社保卡。,positive,5,train,1077_3
1077,5,咨询人,好的，谢谢你们的帮助，我还担心能不能找回被盗的钱。,negative,4,test,1077_5
1078,1,咨询人,我为什么今年的社保缴费额度比去年还要多呢？！我觉得你们这样做非常不合理，我现在非常生气！,negative,3,train,1078_1
1078,3,咨询人,但是我觉得这样的调整完全没有道理，我不接受这样的答案！,negative,0,train,1078_3
1078,5,咨询人,好吧，那你们能不能给我具体解释一下为什么我的社保缴费额度增加了呢？,positive,5,valid,1078_5
1078,7,咨询人,我知道了，谢谢你们的帮助。,positive,6,train,1078_7
1079,1,咨询人,当初我交社保的时候工资明明没这么多，为什么现在缴纳的金额这么高？,negative,3,valid,1079_1
1079,3,咨询人,那你们就没法提供相关证明吗？我怎么知道你们没乱算？,negative,0,train,1079_3
1079,5,咨询人,可是我现在真的很着急啊，难道要等到我退休才能发现错误吗？,negative,1,train,1079_5
1079,7,咨询人,好吧，那你们大概需要多久才能处理好呢？,negative,4,train,1079_7
1079,9,咨询人,那就这样吧，我只希望这件事能得到解决。,positive,5,valid,1079_9
1080,1,咨询人,你们这个社保政策太坑人了，缴纳了那么多钱，回报却这么少！,negative,3,train,1080_1
1080,3,咨询人,你们就不能提高福利待遇吗？每个月交那么多钱，退休后还没个安稳的养老金。,negative,0,train,1080_3
1080,5,咨询人,我不知道你们能不能做到，但是我真心希望能够看到实质性的改变。,negative,4,valid,1080_5
1080,7,咨询人,好吧，那你们要注意了，这个问题不是小问题。,positive,5,train,1080_7
1080,9,咨询人,那你们具体会采取什么措施来解决这个问题？,negative,1,train,1080_9
1080,11,咨询人,那好吧，我希望你们不会辜负我们的期望。,positive,5,valid,1080_11
1081,1,咨询人,这个社保政策太不人性化了，以后自己交了那么多钱，到头来还是自己一无所有。,negative,3,train,1081_1
1081,3,咨询人,你们就不能有所改善，提高一下社保公平性和保障力度吗？,negative,0,train,1081_3
1081,5,咨询人,你们说‘尽可能做出调整’，那到底能不能做到？我现在就需要实质性的改变！,negative,1,train,1081_5
1081,7,咨询人,我可不想听到这种应付的话，你们有什么具体的方案吗？,negative,3,train,1081_7
1081,9,咨询人,那我能不能去找你们领导谈谈，反映一下我的要求？,negative,4,train,1081_9
1081,11,咨询人,好吧，那你们能不能在短时间内给我一个答复？,negative,1,train,1081_11
1081,13,咨询人,那我要怎样才能知道您们的最新进展？,negative,4,valid,1081_13
1082,1,咨询人,我交了这么多社保费用，但是现在却被告知我的社保账户余额为零，这怎么可能？！,negative,3,train,1082_1
1082,3,咨询人,你们说抱歉也没用，我该怎么办？,negative,0,train,1082_3
1082,5,咨询人,我可不能等，我现在就要马上知道我的社保到底去哪里了！,negative,1,valid,1082_5
1082,7,咨询人,我交了这么多社保费用，可是现在却被告知余额为零，这是什么情况？,negative,3,valid,1082_7
1082,9,咨询人,你们终于开始重视我的问题了，那我该怎么办？,negative,4,train,1082_9
1082,11,咨询人,这个社保系统太烂了，从来没有这么差过！,negative,3,train,1082_11
1082,13,咨询人,现在怎么办？我可不能一直被耽误啊。,negative,1,test,1082_13
1082,15,咨询人,好吧，希望你们能尽快解决这个问题。,positive,5,valid,1082_15
1083,1,咨询人,我已经去社保局三次了，每次都被告知处理进度缓慢，这是怎么回事？,negative,3,train,1083_1
1083,3,咨询人,你们抱歉就能解决问题吗？我已经被拖累很久了！,negative,0,test,1083_3
1083,5,咨询人,我可不想再被拖累下去了，到底什么时候才能处理完毕？,negative,1,train,1083_5
1083,7,咨询人,我的社保问题还没有解决，而且我的保险理赔也被拖延了，这太让我失望了！,negative,2,train,1083_7
1083,9,咨询人,我希望你们能认真对待我的问题，不要再无动于衷了！,negative,3,valid,1083_9
1083,11,咨询人,你们真的在尽力吗？我现在感到非常担心！,negative,4,train,1083_11
1083,13,咨询人,好吧，如果你们能解决我的问题，我会非常感激。,positive,6,train,1083_13
1084,1,咨询人,我已经提交了社保报销申请，为什么还没有收到报销款项？,negative,3,train,1084_1
1084,3,咨询人,抱歉就能解决问题吗？我需要一个明确的解决方案！,negative,0,train,1084_3
1084,5,咨询人,我需要现在就解决这个问题，我很着急！,negative,1,train,1084_5
1084,7,咨询人,每次都是这样，社保局一点效率都没有！,negative,3,train,1084_7
1084,9,咨询人,我真的不知道该怎么办了，我感到非常失落。,negative,2,train,1084_9
1084,11,咨询人,我现在感到非常担心，我会不会一直等下去？,negative,4,train,1084_11
1084,13,咨询人,好吧，如果你们能解决我的问题，我会感激不尽。,positive,6,train,1084_13
1085,1,咨询人,我的社保卡被盗刷了，我要求赔偿！,negative,3,train,1085_1
1085,3,咨询人,抱歉有什么用？这是你们的责任！,negative,0,train,1085_3
1085,5,咨询人,我现在急需资金，我不能等！,negative,1,valid,1085_5
1085,7,咨询人,我要求对方赔偿10000元，你们能赔偿吗？,negative,0,train,1085_7
1085,9,咨询人,如果金额不能满足我的要求，我就会继续投诉！,negative,3,train,1085_9
1085,11,咨询人,好吧，我听说社保局的处理效率很低，我现在感到非常失落。,negative,2,train,1085_11
1085,13,咨询人,如果你们不能及时解决我的问题，我真的不知道该怎么办了。,negative,4,valid,1085_13
1085,15,咨询人,好吧，如果你们能解决我的问题，我会感激不尽。,positive,6,train,1085_15
1086,1,咨询人,我一直在缴纳社保，但最近发现我的社保金额出现了错误！,negative,3,train,1086_1
1086,3,咨询人,抱歉有什么用？我的权益都被损害了！,negative,0,train,1086_3
1086,5,咨询人,时间对我很重要，我需要尽快拿到正确的社保金额！,negative,1,train,1086_5
1086,7,咨询人,我听说社保局的工作效率很低，我现在感到非常失落。,negative,2,train,1086_7
1086,9,咨询人,如果你们不能及时解决我的问题，我真的不知道该怎么办了。,negative,4,train,1086_9
1086,11,咨询人,好吧，如果你们能解决我的问题，我会感激不尽。,positive,6,train,1086_11
1086,13,咨询人,我感到您的态度非常诚恳和专业，我的情绪已经平和下来了。,positive,5,valid,1086_13
1087,1,咨询人,我已经缴纳了多年的社保，为什么最近我的社保待遇突然降低了？,negative,3,train,1087_1
1087,3,咨询人,只说抱歉没有用，我需要知道原因！,negative,0,train,1087_3
1087,5,咨询人,时间对我来说非常重要，我需要催促你们尽快解决！,negative,1,train,1087_5
1087,7,咨询人,我真的很失望，我一直认为社保是一个公正、透明的制度。,negative,2,train,1087_7
1087,9,咨询人,我的社保突然被降低，这让我感到非常担心，我不知道将来的社保待遇会变成何种状态？,negative,4,train,1087_9
1087,11,咨询人,我感到你们对我的问题非常重视，让我感到非常欣慰。,positive,6,train,1087_11
1087,13,咨询人,我现在的情绪已经平静下来了，感谢你们的帮助。,positive,5,train,1087_13
1088,1,咨询人,你们这个社保局太黑了，我的社保待遇居然被修改了！,negative,3,train,1088_1
1088,3,咨询人,你们不是公正、透明的吗？为什么要这样对待我们居民？,negative,0,valid,1088_3
1088,5,咨询人,我现在急需我的社保待遇，时间等不得！,negative,1,train,1088_5
1088,7,咨询人,我觉得我的社保待遇没有保障，这让我感到非常失望。,negative,2,train,1088_7
1088,9,咨询人,如果社保待遇不能保障，我将来的生活怎么办？这让我非常担心。,negative,4,valid,1088_9
1088,11,咨询人,我感谢你们对我的问题的关注和协助，让我觉得你们还是挺有诚信的。,positive,6,test,1088_11
1088,13,咨询人,我现在的情绪已经平静了下来，谢谢你们的帮助。,positive,5,train,1088_13
1089,1,咨询人,我的社保卡无法正常使用，我已经反复联系社保局很多次才得到你们的回复，这也太低效了吧！,negative,3,train,1089_1
1089,3,咨询人,你们这样对我们居民不负责任，我不能接受这种态度！,negative,0,valid,1089_3
1089,5,咨询人,我现在非常着急，我的社保待遇就要到期了，可是卡还是无法正常使用！,negative,1,train,1089_5
1089,7,咨询人,我现在感到非常失落，我本以为社保局是可以信任的机构，没想到却这么难搞。,negative,2,train,1089_7
1089,9,咨询人,我现在非常担心我的社保待遇，一旦过期会有很多麻烦。,negative,4,valid,1089_9
1089,11,咨询人,谢谢你们的协助，我现在的情绪已经平和下来了。,positive,5,test,1089_11
1090,1,咨询人,我的社保卡遗失了，我已经去社保局报失，可现在已经过了一个月，还没有得到新卡，你们这是什么态度啊！,negative,3,train,1090_1
1090,3,咨询人,我不能接受这种服务质量，我需要尽快拿到新卡，不然社保待遇就会中断！,negative,0,train,1090_3
1090,5,咨询人,我现在非常着急，社保待遇快要到期了，没有社保卡我将如何生活？,negative,1,train,1090_5
1090,7,咨询人,我现在感到非常失落，我以前一直相信社保局是为居民服务的机构，没想到却这么难搞。,negative,2,train,1090_7
1090,9,咨询人,我现在非常担心我的社保待遇，一旦中断就会影响我的生活。,negative,4,test,1090_9
1090,11,咨询人,谢谢你们的协助，现在我感到平和了许多。,positive,5,valid,1090_11
1091,1,咨询人,我已经交了社保费用，但是现在却被告知社保账户里没有缴费记录，你们这是什么管理体制？,negative,3,train,1091_1
1091,3,咨询人,道歉有用吗？我需要解决问题！,negative,0,train,1091_3
1091,5,咨询人,我现在非常着急，需要尽快解决问题，否则我的社保待遇可能会中断。,negative,1,valid,1091_5
1091,7,咨询人,我现在感到非常失落，一直以来相信社保是保障我们权益的机构，没想到却出现了这种问题。,negative,2,test,1091_7
1091,9,咨询人,我现在非常担心我的社保待遇，如果不能及时处理问题，我将如何生活？,negative,4,train,1091_9
1091,11,咨询人,谢谢你们的协助，现在我感到平和了许多。,positive,5,valid,1091_11
1092,1,咨询人,我交了社保费用，结果却因为系统问题一直无法享受社保待遇，这简直是欺诈行为！,negative,3,test,1092_1
1092,3,咨询人,你们道歉有什么用？我需要得到解决方案！,negative,0,test,1092_3
1092,5,咨询人,我现在非常着急，如果不能及时解决问题，我的生活将会受到很大影响！,negative,1,train,1092_5
1092,7,咨询人,我现在感到非常失落，原本以为社保是为我们底层群众服务的，没想到会出现这种情况。,negative,2,valid,1092_7
1092,9,咨询人,我现在非常担心，如果不能尽快解决问题，我的社保待遇可能会被中断，我该怎么办？,negative,4,train,1092_9
1092,11,咨询人,谢谢你们的协助，虽然仍有些生气，但现在感觉好多了。,positive,6,train,1092_11
1093,1,咨询人,我交了社保费用，但是一直没有收到社保卡，怎么回事啊？,negative,3,valid,1093_1
1093,3,咨询人,抱歉有什么用？我早就该收到社保卡了啊！,negative,0,train,1093_3
1093,5,咨询人,我现在非常着急，这张卡很关键，我需要它能够及时享受城市基本医疗保险的待遇。,negative,1,train,1093_5
1093,7,咨询人,我现在感到非常失落，服务这么差，以后还怎么相信社保系统呢？,negative,2,train,1093_7
1093,9,咨询人,我现在非常生气，你们的服务简直是太差了！,negative,3,valid,1093_9
1093,11,咨询人,我现在非常担心，不知道什么时候才能收到社保卡，我该怎么办？,negative,4,train,1093_11
1093,13,咨询人,虽然我还是有些生气，但是你们能够解决这个问题，感觉好多了，谢谢你们。,positive,6,train,1093_13
1094,1,咨询人,我已经交了社保费用，但是现在却说没有记录，这是怎么回事啊？,negative,3,train,1094_1
1094,3,咨询人,抱歉有什么用？解决问题才是最重要的！,negative,0,train,1094_3
1094,5,咨询人,我现在非常着急，这个问题影响到我的社保福利待遇，怎么能不着急呢？,negative,1,test,1094_5
1094,7,咨询人,我现在感到非常失落，这些年的社保费用都白交了。,negative,2,train,1094_7
1094,9,咨询人,我现在非常生气，这个问题怎么能这么难解决呢？,negative,3,train,1094_9
1094,11,咨询人,我现在非常担心，如果这个问题一直无法解决，我会失去社保待遇。,negative,4,train,1094_11
1094,13,咨询人,听到你们给出的解决方案，我感到有些安心了，谢谢你们。,positive,6,train,1094_13
1095,1,咨询人,我投诉社保局的处理结果不公，但是一直没有得到处理，这是怎么回事啊？,negative,3,train,1095_1
1095,3,咨询人,你们总是说抱歉，可是问题一直都没有解决啊！,negative,0,test,1095_3
1095,5,咨询人,我现在非常着急，这个问题一直影响到我的权益。,negative,1,train,1095_5
1095,7,咨询人,我已经拖了这么长时间了，心情非常失落，真的没人能帮我解决吗？,negative,2,train,1095_7
1095,9,咨询人,我现在都快生气炸了，这么久时间过去了，还是没有任何解决措施？,negative,3,train,1095_9
1095,11,咨询人,我现在非常担心，这个问题不解决的话，我的权益就会一直受损。,negative,4,test,1095_11
1095,13,咨询人,听到你们给出的解决方案，我感到有些安心了，谢谢你们。,positive,6,valid,1095_13
1096,1,咨询人,社保局一直扣我的社保费，可是我的社保卡已经过期了，为什么还要扣款啊？,negative,3,test,1096_1
1096,3,咨询人,抱歉有什么用？现在我需要听到的是解决方案，而不是空话。,negative,0,train,1096_3
1096,5,咨询人,我现在非常着急，这笔款项对我的财务状况有很大的影响。,negative,1,valid,1096_5
1096,7,咨询人,但是这个问题已经拖了很长时间了，我感到非常失落。,negative,2,valid,1096_7
1096,9,咨询人,你们的服务真的让人无语，我都生气了，你们也不知道提供什么解决方案。,negative,3,train,1096_9
1096,11,咨询人,好吧，我现在有些担心这个问题是否真的会被解决。,negative,4,test,1096_11
1096,13,咨询人,听到你们的承诺，我稍微放心了一些，非常期待能够尽快得到处理结果。,positive,6,train,1096_13
1097,1,咨询人,我已经投保了社保，但是我的薪资信息一直没有更新，我已经多次咨询过客服了，你们到底要让我如何解决这个问题啊？,negative,3,valid,1097_1
1097,3,咨询人,抱歉有什么用？你们不知道我已经问了多少次了吗？,negative,0,train,1097_3
1097,5,咨询人,现在我非常着急，我的薪资信息一直没有更新，已经错过了很多机会，你们是不是就打算这样一直拖下去？,negative,1,test,1097_5
1097,7,咨询人,那你们为什么不尽快解决问题呢？,negative,0,train,1097_7
1097,9,咨询人,我现在真的非常失落，每次都是这种回答，问题还是没有解决。,negative,2,valid,1097_9
